Visit Date,Month,Year,Year_Month,Client ID,Client First Visit- Personal Tab,Client First Visit-Date,Client Preferred Agency,Dietary Considerations,Social Assistance,Program Type,Individuals Served,Visit Reasons,Referrals Provided
5/2/22,5,2022,202205,6504503,4/22/21,4/22/21,Rural Hill Church of Christ,None,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,6757105,6/18/21,6/18/21,The Branch,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,4151836,1/28/20,1/28/20,15th Ave Baptist Village Manor,"Gluten-free,None",,tefap_food_bank,5,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,8015034,1/31/22,1/31/22,The Branch,None,SNAP (Food Stamps),tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,4161204,1/28/20,1/28/20,15th Ave Baptist Village Manor,None,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,8337233,3/21/22,3/21/22,The Branch,None,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,6642254,6/1/21,6/1/21,The Branch,None,SNAP (Food Stamps),tefap_food_bank,7,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,4157214,1/28/20,1/28/20,15th Ave Baptist Village Manor,None,SNAP (Food Stamps),tefap_food_bank,4,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,8242988,3/7/22,3/7/22,The Branch,None,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,7888142,1/11/22,1/11/22,The Branch,None,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,6780186,6/22/21,6/22/21,The Branch,,,tefap_food_bank,4,Low Wages/Not Enough Hours,No Referral no_referral
5/2/22,5,2022,202205,6696879,6/6/21,6/6/21,The Branch,Soft diet/dental concerns,SNAP (Food Stamps),tefap_food_bank,5,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,4163617,1/29/20,1/29/20,15th Ave Baptist Village Manor,None,,tefap_food_bank,5,Low Wages/Not Enough Hours,No Referral no_referral
5/2/22,5,2022,202205,6733080,6/14/21,6/14/21,The Branch,None,Low Income Home Energy Assistance Program (LP),tefap_food_bank,4,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,6810326,6/29/21,6/29/21,The Branch,Other,,tefap_food_bank,4,Low Wages/Not Enough Hours,No Referral no_referral
5/2/22,5,2022,202205,6733080,6/14/21,6/14/21,The Branch,None,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,6109748,2/9/21,2/9/21,Rural Hill Church of Christ,None,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,6756454,6/18/21,6/18/21,The Branch,None,,tefap_food_bank,6,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,6757215,6/18/21,6/18/21,The Branch,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,7574123,11/17/21,11/17/21,The Branch,None,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,8450894,4/5/22,4/5/22,The Branch,None,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,8104791,2/14/22,2/14/22,The Branch,None,,non_tefap_market,2,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,8486042,4/10/22,4/10/22,The Branch,None,,tefap_food_bank,1,Low Wages/Not Enough Hours,No Referral no_referral
5/2/22,5,2022,202205,6986777,8/7/21,8/7/21,Hamilton United Methodist Church,None,,tefap_food_bank,2,Low Wages/Not Enough Hours,No Referral no_referral
5/2/22,5,2022,202205,6708790,6/8/21,6/8/21,The Branch,None,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,8492347,4/11/22,4/11/22,The Branch,None,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,6667386,6/5/21,6/5/21,The Branch,None,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,6821137,6/30/21,6/30/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,5767437,12/5/20,12/5/20,Hamilton United Methodist Church,None,,tefap_food_bank,11,Low Wages/Not Enough Hours,No Referral no_referral
5/2/22,5,2022,202205,8641825,5/3/22,5/3/22,The Branch,None,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,8501486,4/12/22,4/12/22,The Branch,None,,tefap_food_bank,1,Low Wages/Not Enough Hours,No Referral no_referral
5/2/22,5,2022,202205,8642099,5/3/22,5/3/22,The Branch,None,,tefap_food_bank,7,Ongoing Need,SNAP social_services
5/2/22,5,2022,202205,8393447,3/25/22,3/25/22,The Branch,None,,tefap_food_bank,6,Low Wages/Not Enough Hours,No Referral no_referral
5/2/22,5,2022,202205,6775960,6/21/21,6/21/21,The Branch,None,SNAP (Food Stamps),tefap_food_bank,5,Ongoing Need,No Referral no_referral
5/2/22,5,2022,202205,8642533,5/3/22,5/3/22,The Branch,None,,non_tefap_market,4,Unemployed/Recently Lost Job,SNAP social_services
5/2/22,5,2022,202205,7348646,10/8/21,10/8/21,Salvation Army Magness Potter Center,None,,non_tefap_market,1,Unemployed/Recently Lost Job,SNAP social_services
5/2/22,5,2022,202205,8643070,5/3/22,5/3/22,The Branch,None,,non_tefap_market,6,Low Wages/Not Enough Hours,SNAP social_services
5/2/22,5,2022,202205,8643726,5/2/22,5/2/22,The Branch,Halal,,tefap_food_bank,1,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/2/22,5,2022,202205,8643738,5/2/22,5/2/22,The Branch,Halal,,tefap_food_bank,1,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/2/22,5,2022,202205,8156806,2/21/22,2/21/22,The Branch,Halal,,tefap_food_bank,1,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/2/22,5,2022,202205,8156743,2/21/22,2/21/22,The Branch,Halal,,tefap_food_bank,1,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/2/22,5,2022,202205,8615200,4/11/22,4/11/22,The Branch,Halal,,tefap_food_bank,1,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/2/22,5,2022,202205,7920292,1/10/22,1/10/22,The Branch,Halal,,tefap_food_bank,6,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/2/22,5,2022,202205,7920283,1/3/22,1/3/22,The Branch,Halal,,tefap_food_bank,1,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/2/22,5,2022,202205,8141758,1/31/22,1/31/22,The Branch,Halal,,tefap_food_bank,1,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/2/22,5,2022,202205,7959757,12/6/21,12/6/21,The Branch,Halal,,tefap_food_bank,1,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/2/22,5,2022,202205,8111214,1/24/22,1/24/22,The Branch,Halal,SNAP (Food Stamps),tefap_food_bank,1,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/2/22,5,2022,202205,7949627,12/27/21,12/27/21,The Branch,Halal,SNAP (Food Stamps),tefap_food_bank,1,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/2/22,5,2022,202205,8087571,1/25/22,1/25/22,The Branch,Halal,SNAP (Food Stamps),tefap_food_bank,2,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/2/22,5,2022,202205,8238421,3/4/22,3/4/22,The Branch,Halal,,tefap_food_bank,1,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/2/22,5,2022,202205,8228916,2/28/22,2/28/22,The Branch,Halal,,tefap_food_bank,1,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/2/22,5,2022,202205,8288684,3/8/22,3/8/22,The Branch,Halal,,tefap_food_bank,1,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/2/22,5,2022,202205,8382750,3/23/22,3/23/22,The Branch,Halal,SNAP (Food Stamps),tefap_food_bank,3,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/2/22,5,2022,202205,8144952,1/7/22,1/7/22,The Branch,Halal,SNAP (Food Stamps),tefap_food_bank,1,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/2/22,5,2022,202205,8128343,1/24/22,1/24/22,The Branch,Halal,SNAP (Food Stamps),tefap_food_bank,1,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/2/22,5,2022,202205,7920538,1/3/22,1/3/22,The Branch,Halal,,tefap_food_bank,2,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/2/22,5,2022,202205,8017982,1/24/22,1/24/22,The Branch,Halal,SNAP (Food Stamps),tefap_food_bank,1,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/2/22,5,2022,202205,9069983,5/2/22,5/2/22,The Branch,Halal,,tefap_food_bank,1,"Unemployed/Recently Lost Job,Relocation / Moving",No Referral no_referral
5/3/22,5,2022,202205,8643021,5/3/22,5/3/22,The Branch,None,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
5/3/22,5,2022,202205,8575275,4/18/22,4/18/22,The Branch,Halal,,tefap_food_bank,1,"Unemployed/Recently Lost Job,Relocation / Moving,Immigration",No Referral no_referral
5/3/22,5,2022,202205,4145727,1/28/20,1/28/20,15th Ave Baptist Village Manor,,,tefap_food_bank,3,Undisclosed,No Referral no_referral
5/4/22,5,2022,202205,4294215,2/18/20,2/18/20,Rural Hill Church of Christ,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,4156009,1/28/20,1/28/20,15th Ave Baptist Village Manor,,,tefap_food_bank,8,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6970303,8/4/21,8/4/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6763175,6/20/21,6/20/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,7641885,11/24/21,11/24/21,The Branch,None,SNAP (Food Stamps),tefap_food_bank,2,Relocation / Moving,SNAP social_services
5/4/22,5,2022,202205,6688441,6/3/21,6/3/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,8462895,4/6/22,4/6/22,The Branch,None,,tefap_food_bank,2,Unemployed/Recently Lost Job,No Referral no_referral
5/4/22,5,2022,202205,7476196,11/3/21,11/3/21,The Branch,None,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,7042800,8/18/21,8/18/21,The Branch,,SNAP (Food Stamps),tefap_food_bank,5,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,3616172,10/31/19,10/31/19,Radnor Towers,,"SNAP (Food Stamps), Public Housing (PH)",tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6721394,6/10/21,6/10/21,Rural Hill Church of Christ,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,7476144,11/3/21,11/3/21,The Branch,None,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,8211315,3/2/22,3/2/22,The Branch,None,SNAP (Food Stamps),tefap_food_bank,5,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6595679,5/13/21,5/13/21,Rural Hill Church of Christ,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6094592,2/5/21,2/5/21,Radnor Towers,None,"SNAP (Food Stamps), Public Housing (PH)",tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6905144,7/21/21,7/21/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6873768,7/14/21,7/14/21,The Branch,,,tefap_food_bank,6,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,3614840,10/31/19,10/31/19,Radnor Towers,,"SNAP (Food Stamps), Public Housing (PH)",tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,4190938,10/6/20,10/6/20,,,"SNAP (Food Stamps), Public Housing (PH), Supplemental Security Income (SSI)",tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6688546,6/3/21,6/3/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,4152479,1/28/20,1/28/20,15th Ave Baptist Village Manor,None,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,7004260,8/11/21,8/11/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6310869,3/6/21,3/6/21,Hamilton United Methodist Church,None,,non_tefap_market,6,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6834566,7/6/21,7/6/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6417146,4/3/21,4/3/21,Hamilton United Methodist Church,None,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,7213355,9/23/21,9/23/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6830501,7/5/21,7/5/21,The Branch,None,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,8552602,4/20/22,4/20/22,The Branch,None,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,7155315,9/13/21,9/13/21,The Branch,None,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6806362,6/29/21,6/29/21,The Branch,None,,non_tefap_market,2,Ongoing Need,SNAP social_services
5/4/22,5,2022,202205,5557354,12/5/20,12/5/20,Truth and Grace,,Supplemental Security Income (SSI),tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,3615460,10/31/19,10/31/19,Hickory Hollow Towers,None,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,4214072,2/4/20,2/4/20,15th Ave Baptist Village Manor,None,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,4902346,6/27/20,6/27/20,Hamilton United Methodist Church,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6834604,7/6/21,7/6/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6765380,6/21/21,6/21/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,4355179,12/16/20,12/16/20,,,SNAP (Food Stamps),tefap_food_bank,5,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6687882,6/3/21,6/3/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,3855389,12/6/19,12/6/19,Radnor Towers,None,"SNAP (Food Stamps), Public Housing (PH)",tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,4151638,1/28/20,1/28/20,15th Ave Baptist Village Manor,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,4159444,1/28/20,1/28/20,15th Ave Baptist Village Manor,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,3612178,10/31/19,10/31/19,Martha O'Bryan Center,None,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,4965021,7/20/20,7/20/20,Inspiritus ,None,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,8511436,4/13/22,4/13/22,The Branch,None,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,8511712,4/13/22,4/13/22,The Branch,None,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6587313,5/7/21,5/7/21,St. Luke's Community House,None,,tefap_food_bank,4,Unemployed/Recently Lost Job,No Referral no_referral
5/4/22,5,2022,202205,7137054,9/8/21,9/8/21,The Branch,,,tefap_food_bank,1,Low Wages/Not Enough Hours,No Referral no_referral
5/4/22,5,2022,202205,8462695,4/6/22,4/6/22,The Branch,None,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,4151358,1/28/20,1/28/20,15th Ave Baptist Village Manor,None,SNAP (Food Stamps),tefap_food_bank,3,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,7042949,8/19/21,8/19/21,The Branch,,SNAP (Food Stamps),tefap_food_bank,4,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,7934702,1/19/22,1/19/22,The Branch,None,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,4156649,1/28/20,1/28/20,15th Ave Baptist Village Manor,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,7261770,10/1/21,10/1/21,The Branch,Vegan,Public Housing (PH),tefap_food_bank,4,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,7473550,11/3/21,11/3/21,The Branch,None,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,5433077,10/14/20,10/14/20,LaVergne First UMC,None,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6803682,6/28/21,6/28/21,The Branch,None,,tefap_food_bank,3,Unemployed/Recently Lost Job,No Referral no_referral
5/4/22,5,2022,202205,8077490,2/9/22,2/9/22,The Branch,None,,non_tefap_market,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,4150296,1/28/20,1/28/20,15th Ave Baptist Village Manor,,Supplemental Security Income (SSI),tefap_food_bank,1,Low Wages/Not Enough Hours,No Referral no_referral
5/4/22,5,2022,202205,8510955,4/13/22,4/13/22,The Branch,None,,tefap_food_bank,2,Low Wages/Not Enough Hours,No Referral no_referral
5/4/22,5,2022,202205,4162628,1/28/20,1/28/20,15th Ave Baptist Village Manor,None,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,8462761,4/6/22,4/6/22,The Branch,None,SNAP (Food Stamps),tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6974344,8/3/21,8/3/21,The Branch,,,tefap_food_bank,6,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,5582379,11/10/20,11/10/20,Martha O'Bryan Center,None,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,8263413,3/9/22,3/9/22,The Branch,None,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,8462442,4/6/22,4/6/22,The Branch,None,SNAP (Food Stamps),tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6753757,6/17/21,6/17/21,Rural Hill Church of Christ,,SNAP (Food Stamps),tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6729767,6/11/21,6/11/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,8443480,4/4/22,4/4/22,The Branch,None,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,7224301,9/25/21,9/25/21,The Branch,Vegetarian,SNAP (Food Stamps),tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,7919282,1/16/22,1/16/22,The Branch,None,,tefap_food_bank,6,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,7136464,9/8/21,9/8/21,The Branch,None,,tefap_food_bank,10,"Relocation / Moving,Ongoing Need",No Referral no_referral
5/4/22,5,2022,202205,4147698,1/28/20,1/28/20,15th Ave Baptist Village Manor,,SNAP (Food Stamps),tefap_food_bank,3,Low Wages/Not Enough Hours,No Referral no_referral
5/4/22,5,2022,202205,4480458,3/20/20,3/20/20,Catholic Charities Pastoral - CSFP,None,"SNAP (Food Stamps), Public Housing (PH)",tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6761108,6/19/21,6/19/21,The Branch,None,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,8511376,4/13/22,4/13/22,The Branch,None,,tefap_food_bank,3,Low Wages/Not Enough Hours,No Referral no_referral
5/4/22,5,2022,202205,6971789,8/4/21,8/4/21,The Branch,,,tefap_food_bank,1,Low Wages/Not Enough Hours,No Referral no_referral
5/4/22,5,2022,202205,3616308,10/31/19,10/31/19,Hillcrest United Methodist Church,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,8204510,3/1/22,3/1/22,Salvation Army Nashville South,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,8204678,3/1/22,3/1/22,Salvation Army Nashville South,,,tefap_food_bank,1,Low Wages/Not Enough Hours,No Referral no_referral
5/4/22,5,2022,202205,3616142,10/31/19,10/31/19,Hillcrest United Methodist Church,None,,tefap_food_bank,6,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,4164293,1/29/20,1/29/20,15th Ave Baptist Village Manor,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,8451052,4/5/22,4/5/22,Salvation Army Nashville South,None,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,8370096,4/6/22,4/6/22,Catholic Charities Pastoral - CSFP,"Halal,None",,tefap_food_bank,5,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,7634380,11/23/21,11/23/21,The Branch,None,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,3615206,10/31/19,10/31/19,Hillcrest United Methodist Church,None,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6689205,6/3/21,6/3/21,The Branch,,,tefap_food_bank,1,Low Wages/Not Enough Hours,No Referral no_referral
5/4/22,5,2022,202205,8647837,5/4/22,5/4/22,The Branch,None,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,4194661,2/1/20,2/1/20,15th Ave Baptist Village Manor,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,7809186,12/22/21,12/22/21,The Branch,"None,Other (specify)",,tefap_food_bank,2,Low Wages/Not Enough Hours,No Referral no_referral
5/4/22,5,2022,202205,7098715,8/31/21,8/31/21,Connect Us Health / Vine Hill,None,Families First (FF),tefap_food_bank,7,Low Wages/Not Enough Hours,No Referral no_referral
5/4/22,5,2022,202205,6954253,7/31/21,7/31/21,Hamilton United Methodist Church,,SNAP (Food Stamps),tefap_food_bank,1,Low Wages/Not Enough Hours,No Referral no_referral
5/4/22,5,2022,202205,6821008,6/30/21,6/30/21,The Branch,,,tefap_food_bank,5,Low Wages/Not Enough Hours,No Referral no_referral
5/4/22,5,2022,202205,4149694,1/28/20,1/28/20,15th Ave Baptist Village Manor,None,SNAP (Food Stamps),tefap_food_bank,8,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,3613031,10/31/19,10/31/19,Hillcrest United Methodist Church,,,tefap_food_bank,2,Low Wages/Not Enough Hours,No Referral no_referral
5/4/22,5,2022,202205,4166784,1/29/20,1/29/20,15th Ave Baptist Village Manor,None,SNAP (Food Stamps),tefap_food_bank,6,Low Wages/Not Enough Hours,No Referral no_referral
5/4/22,5,2022,202205,4901204,2/9/22,2/9/22,,None,,tefap_food_bank,2,Low Wages/Not Enough Hours,No Referral no_referral
5/4/22,5,2022,202205,7641668,11/24/21,11/24/21,The Branch,None,SNAP (Food Stamps),non_tefap_market,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,8650644,5/4/22,5/4/22,The Branch,None,SNAP (Food Stamps),tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,8650994,5/4/22,5/4/22,The Branch,None,,tefap_food_bank,2,Ongoing Need,SNAP social_services
5/4/22,5,2022,202205,5390445,10/7/20,10/7/20,Salvation Army Nashville South,None,,tefap_food_bank,3,Ongoing Need,SNAP social_services
5/4/22,5,2022,202205,8651702,5/4/22,5/4/22,The Branch,None,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,8651739,5/4/22,5/4/22,The Branch,None,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,8651765,5/4/22,5/4/22,The Branch,None,,tefap_food_bank,2,Ongoing Need,SNAP social_services
5/4/22,5,2022,202205,8651836,5/4/22,5/4/22,The Branch,None,,tefap_food_bank,1,Ongoing Need,SNAP social_services
5/4/22,5,2022,202205,8651853,5/4/22,5/4/22,The Branch,None,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/4/22,5,2022,202205,6706677,6/8/21,6/8/21,The Branch,,,tefap_food_bank,1,Low Wages/Not Enough Hours,No Referral no_referral
5/6/22,5,2022,202205,6776011,6/21/21,6/21/21,The Branch,,,tefap_food_bank,3,Low Wages/Not Enough Hours,No Referral no_referral
5/6/22,5,2022,202205,6696885,6/6/21,6/6/21,The Branch,None,,tefap_food_bank,3,Low Wages/Not Enough Hours,No Referral no_referral
5/6/22,5,2022,202205,4757292,5/23/20,5/23/20,Hamilton United Methodist Church,No Pork,,non_tefap_market,3,Low Wages/Not Enough Hours,No Referral no_referral
5/6/22,5,2022,202205,7136888,9/8/21,9/8/21,The Branch,None,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
5/6/22,5,2022,202205,8928693,6/14/22,6/14/22,Salvation Army Nashville South,No Pork,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
5/6/22,5,2022,202205,6885207,7/16/21,7/16/21,The Branch,None,,tefap_food_bank,5,Unemployed/Recently Lost Job,No Referral no_referral
5/6/22,5,2022,202205,4827285,6/6/20,6/6/20,,,,tefap_food_bank,4,Unemployed/Recently Lost Job,No Referral no_referral
5/6/22,5,2022,202205,4167252,1/29/20,1/29/20,15th Ave Baptist Village Manor,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
5/6/22,5,2022,202205,7737071,12/10/21,12/10/21,The Branch,None,,tefap_food_bank,4,Unemployed/Recently Lost Job,No Referral no_referral
5/6/22,5,2022,202205,4914478,7/8/20,7/8/20,Olivet Missionary Baptist Church,None,,tefap_food_bank,9,Ongoing Need,No Referral no_referral
5/6/22,5,2022,202205,7526262,11/10/21,11/10/21,The Branch,None,Families First (FF),tefap_food_bank,1,Low Wages/Not Enough Hours,No Referral no_referral
5/6/22,5,2022,202205,6800944,6/28/21,6/28/21,The Branch,,,tefap_food_bank,7,Ongoing Need,No Referral no_referral
5/6/22,5,2022,202205,4235798,2/7/20,2/7/20,15th Ave Baptist Village Manor,None,,tefap_food_bank,7,Ongoing Need,No Referral no_referral
5/6/22,5,2022,202205,4451006,3/14/20,3/14/20,Hamilton United Methodist Church,None,SNAP (Food Stamps),tefap_food_bank,5,Ongoing Need,No Referral no_referral
5/6/22,5,2022,202205,4159601,1/28/20,1/28/20,15th Ave Baptist Village Manor,None,SNAP (Food Stamps),tefap_food_bank,7,Ongoing Need,No Referral no_referral
5/6/22,5,2022,202205,6966480,8/3/21,8/3/21,The Branch,No Pork,SNAP (Food Stamps),tefap_food_bank,6,Ongoing Need,No Referral no_referral
